prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","14","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall provide a view listing all security groups to an authenticated administrator.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","25.0","25.0","25.0","14.0","0.8043","0.8413","0.8224","100.0","66.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","15","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall allow an authenticated administrator to create a new security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","40.0","40.0","22.0","0.752","0.7946","0.7727","100.0","73.0"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","16","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall allow an authenticated administrator to modify an existing security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","40.0","40.0","22.0","0.8142","0.8467","0.8301","100.0","73.0"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","17","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall allow an authenticated administrator to delete a security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","43.0","43.0","43.0","25.0","0.7718","0.8003","0.7858","100.0","74.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","18","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall restrict access to security group management functions to authenticated administrators.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","50.0","38.0","20.0","0.6218","0.6576","0.6392","100.0","77.5"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","19","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to create a security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","55.0","55.0","55.0","30.0","0.8448","0.8286","0.8366","100.0","79.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","20","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to retrieve all security groups.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","33.0","34.0","33.0","19.0","0.7881","0.7909","0.7895","100.0","69.9"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","21","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to retrieve a specific security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","51.0","50.0","25.0","0.8329","0.8276","0.8302","100.0","77.5"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","22","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to update a security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","55.0","55.0","55.0","30.0","0.8455","0.8348","0.8402","100.0","79.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","23","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an API to delete a security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","55.0","55.0","55.0","30.0","0.728","0.739","0.7334","100.0","79.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","24","The Clarus system shall be able to restrict environmental data publication based on source.","","","CAS","CAS shall provide a configuration to specify a list of environmental data sources for which publication is restricted.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","22.0","24.0","22.0","11.0","0.6351","0.6561","0.6454","100.0","64.9"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","25","The Clarus system shall be able to restrict environmental data publication based on source.","","","QEDS","QEDS shall, when publishing environmental data, check whether the data's source is in the restricted sources list and, if so, suppress publication of that data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","11.0","10.0","7.0","0.4405","0.4757","0.4574","100.0","59.5"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","26","The Clarus system shall record statistics about its operation.","","","DOG","The DOG shall record the system startup timestamp as an operational statistic.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","31.0","31.0","31.0","19.0","0.5844","0.6105","0.5972","100.0","34.0"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","27","The Clarus system shall log data transactions.","","","CAS","The Configuration & Administration Service shall record a log entry for each data transaction that occurs in the Clarus system, including a timestamp, transaction identifier, and outcome.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","23.0","17.0","7.0","0.781","0.8361","0.8077","83.0","59.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","28","The Clarus system shall acquire, process, and disseminate environmental metadata.","","","EMS","EMS shall acquire environmental metadata.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","15.0","17.0","15.0","9.0","0.6483","0.6007","0.6236","100.0","61.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","29","The Clarus system shall acquire, process, and disseminate environmental metadata.","","","EMS","EMS shall process environmental metadata.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","15.0","17.0","15.0","9.0","0.6496","0.5994","0.6235","100.0","61.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","30","The Clarus system shall acquire, process, and disseminate environmental metadata.","","","EMS","EMS shall disseminate environmental metadata.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","15.0","17.0","15.0","9.0","0.6316","0.5953","0.6129","100.0","61.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","31","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","CAS","CAS shall store the Clarus data sharing agreement rules.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","53.0","53.0","53.0","24.0","0.844","0.8655","0.8546","100.0","78.9"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","32","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","QChS","QChS shall validate environmental data against the quality criteria defined in the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","32.0","32.0","32.0","13.0","0.6262","0.6854","0.6544","100.0","34.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","33","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","EMS","EMS shall validate environmental metadata against the metadata standards defined in the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","32.0","32.0","32.0","15.0","0.6298","0.6784","0.6532","100.0","34.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","34","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","QEDS","QEDS shall store only qualified environmental data that has been validated by QChS in accordance with the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","25.0","27.0","25.0","9.0","0.4935","0.5663","0.5274","100.0","31.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","35","The Clarus system shall collect, quality check, and disseminate environmental data.","","","CS","The Collector Services subsystem shall collect environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","46.0","46.0","46.0","34.0","0.8632","0.8499","0.8565","83.0","72.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","36","The Clarus system shall collect, quality check, and disseminate environmental data.","","","QChS","The Quality Checking Services subsystem shall perform quality checks on environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","46.0","47.0","46.0","22.0","0.9248","0.9432","0.9339","83.0","72.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","37","The Clarus system shall collect, quality check, and disseminate environmental data.","","","QEDS","The Qualified Environmental Data Services subsystem shall disseminate qualified environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","60.0","61.0","40.0","30.0","0.8596","0.8904","0.8747","83.0","78.6"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","38","The Clarus system shall provide environmental data quality flags.","","","QChS","The Quality Checking Services shall compute quality flags for each environmental data record.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","24.0","24.0","12.0","13.0","0.5631","0.582","0.5724","83.0","62.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","39","The Clarus system shall provide environmental data quality flags.","","","QEDS","The Qualified Environmental Data Services shall include the quality flags in the qualified environmental data it provides.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","24.0","24.0","24.0","15.0","0.6678","0.6957","0.6814","83.0","27.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","40","The Clarus system shall allow human quality checks of environmental data.","","","MEUI","The MEUI shall display environmental data records to a human operator.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","25.0","25.0","25.0","17.0","0.8279","0.8214","0.8247","100.0","31.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","41","The Clarus system shall allow human quality checks of environmental data.","","","MEUI","The MEUI shall provide controls for a human operator to assign a quality flag to a displayed environmental data record.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","36.0","37.0","36.0","14.0","0.8935","0.9067","0.9001","100.0","36.2"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","42","The Clarus system shall allow human quality checks of environmental data.","","","QChS","The QChS shall accept and store the quality flag assigned by a human operator via the MEUI.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","22.0","23.0","22.0","12.0","0.7012","0.7227","0.7118","100.0","64.9"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","43","The Clarus system shall provide a user interface for administration.","","","CAUI","CAUI shall provide a user interface for administration.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","17.0","17.0","19.0","0.8498","0.827","0.8382","100.0","62.7"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","44","The Clarus system shall be able to detect data submission errors.","","","CS","The Collector Services shall detect submission errors where the data payload is missing required fields or has an invalid format.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","20.0","22.0","10.0","9.0","0.757","0.7634","0.7602","83.0","60.6"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","45","The Clarus system shall be able to detect data submission errors.","","","QChS","The Quality Checking Services shall detect submission errors where data values violate configured quality rules, such as range checks or consistency checks.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","18.0","20.0","9.0","8.0","0.7727","0.7785","0.7756","83.0","24.7"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","46","The Clarus system shall be able to access in-situ environmental observations from data collectors.","","","CS","The Collector Services subsystem shall be able to retrieve in-situ environmental observations from data collectors.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","74.0","75.0","74.0","53.0","0.9458","0.9699","0.9577","83.0","84.9"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","47","The Clarus system shall be able to access remotely sensed environmental observations from data collectors.","","","CS","Collector Services shall retrieve remotely sensed environmental observations from data collectors.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","84.0","84.0","84.0","78.0","0.9401","0.9195","0.9297","83.0","89.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","48","The Clarus system shall be able to receive roadway weather measurements derived from VII data.","","","CS","The Collector Services (CS) subsystem shall be able to receive roadway weather measurements derived from VII data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","76.0","77.0","76.0","57.0","0.9284","0.9728","0.9501","83.0","85.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","49","The Clarus system shall accept environmental data derived from images.","","","CS","The Collector Services subsystem shall accept environmental data derived from images.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","63.0","63.0","63.0","40.0","0.7643","0.7689","0.7666","83.0","80.0"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","50","The Clarus system shall be able to retrieve environmental data directly from environmental sensor station collectors.","","","CS","The Collector Services subsystem shall retrieve environmental data directly from environmental sensor station collectors upon request.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","73.0","74.0","73.0","59.0","0.8833","0.9069","0.8949","83.0","84.4"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","51","The Clarus system shall minimize the time for data acquisition.","","","CS","The Collector Service shall commence data acquisition within 100 ms of receiving a start trigger.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","7.0","0.4108","0.3709","0.3898","83.0","55.2"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","52","The Clarus system shall minimize the time for data acquisition.","","","SS","The Schedule Service shall assign the highest processing priority to data acquisition tasks.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","9.0","9.0","9.0","7.0","0.4208","0.3975","0.4088","83.0","20.7"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","53","The Clarus system shall minimize the time for data acquisition.","","","DOG","The Watchdog shall measure the time from acquisition request to data availability and log any delays exceeding a configurable threshold.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","7.0","7.0","7.0","7.0","0.5986","0.5995","0.599","83.0","19.8"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","54","The Clarus system shall process data as they are received.","","","CS","Upon receipt of a data item, CS shall forward that data item to QChS for processing.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","13.0","14.0","13.0","12.0","0.6363","0.6399","0.6381","83.0","57.5"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","55","The Clarus system shall process data as they are received.","","","QChS","Upon receipt of a data item from CS, QChS shall perform quality checking on that data item.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","33.0","34.0","22.0","14.0","0.8565","0.863","0.8598","83.0","66.5"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","56","The Clarus system shall process data as they are received.","","","QEDS","Upon receipt of a qualified data item from QChS, QEDS shall store that data item.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","22.0","22.0","11.0","13.0","0.8292","0.8292","0.8292","83.0","26.5"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","57","The Clarus system shall collect pavement-related observations.","","","CS","The CS shall collect pavement-related observations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","89.0","89.0","89.0","78.0","0.9339","0.9121","0.9228","100.0","95.1"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","58","The Clarus system shall collect pavement-related observations.","","","MEUI","The MEUI shall collect pavement-related observations.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","80.0","80.0","80.0","75.0","0.873","0.8721","0.8726","100.0","56.0"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","59","The Clarus system shall accept environmental data from railway systems or in-situ ESS along tracks.","","","CS","CS shall accept environmental data from railway systems.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","71.0","72.0","71.0","58.0","0.9336","0.9135","0.9234","100.0","87.0"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","60","The Clarus system shall accept environmental data from railway systems or in-situ ESS along tracks.","","","CS","CS shall accept environmental data from in-situ ESS along tracks.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","74.0","75.0","74.0","59.0","0.8364","0.8194","0.8278","100.0","88.3"
"cot1","deepseek-v4-flash","clarus","results/experiment/cot1/deepseek_cot1_clarus.json","61","The Clarus system shall accept environmental data from railroad vehicles.","","","CS","The Collector Services (CS) shall accept environmental data transmitted from railroad vehicles.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","63.0","63.0","63.0","31.0","0.9095","0.9392","0.9241","83.0","80.0"
