prompt_type,model,dataset,source_file,source_case_index,high_level_requirement,source_target_allocation,source_target_subsystem,generated_allocation,generated_low_level_requirement,metric_names,allocation_correctness,token_f1_similarity,cosine_similarity,rouge_l,bleu,bert_score_precision,bert_score_recall,bert_score_f1,requirement_quality,combined_score
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","20","The Clarus system shall be able to base its quality checking process on historical environmental data.","","","QChS","QChS shall perform quality checking using the provided historical environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","63.0","63.0","42.0","29.0","0.9265","0.9114","0.9189","100.0","83.4"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","21","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","QChS","The Quality Checking Services shall support the selection of multiple quality checking algorithms.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","25.0","25.0","25.0","17.0","0.7531","0.746","0.7495","83.0","62.9"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","22","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","QChS","The Quality Checking Services shall execute the selected quality checking algorithm on the input data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","35.0","35.0","35.0","19.0","0.8342","0.8173","0.8256","83.0","67.4"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","23","The Clarus system shall be able to use multiple algorithms for its quality checking process.","","","CAS","The Configuration & Administration Service shall allow the configuration of available quality checking algorithms.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","35.0","35.0","24.0","19.0","0.8473","0.819","0.8329","83.0","67.4"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","24","The Clarus system shall allow access to new surface transportation-related environmental data.","","","MEUI","The Manual Entry User Interface shall provide a form for entering new surface transportation-related environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","25.0","25.0","25.0","12.0","0.7885","0.789","0.7888","83.0","27.9"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","25","The Clarus system shall allow access to new surface transportation-related environmental data.","","","CS","The Collector Services shall accept and store new surface transportation-related environmental data submitted via the Manual Entry User Interface.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","8.0","8.0","8.0","6.0","0.6822","0.73","0.7053","83.0","55.2"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","26","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QChS","The Quality Checking Services shall validate new surface transportation-related environmental data for completeness and correctness.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","17.0","17.0","17.0","9.0","0.6417","0.6958","0.6676","83.0","59.3"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","27","The Clarus system shall allow access to new surface transportation-related environmental data.","","","QEDS","The Qualified Environmental Data Services shall make validated surface transportation-related environmental data available for access.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","10.0","10.0","10.0","9.0","0.5202","0.5746","0.546","83.0","56.1"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","28","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an interface to create a new security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","51.0","50.0","25.0","0.7594","0.7755","0.7674","100.0","77.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","29","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an interface to modify an existing security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","51.0","50.0","25.0","0.7992","0.8234","0.8111","100.0","77.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","30","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an interface to delete an existing security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","50.0","51.0","50.0","25.0","0.7266","0.7486","0.7375","100.0","77.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","31","The Clarus system shall enable administrators to manage security groups.","","","CAS","The CAS shall provide an interface to list all existing security groups.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","31.0","32.0","31.0","17.0","0.781","0.7962","0.7885","100.0","69.0"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","32","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall provide a user interface to create a new security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","40.0","40.0","22.0","0.7408","0.7601","0.7503","100.0","73.0"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","33","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall provide a user interface to modify an existing security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","40.0","40.0","22.0","0.7894","0.8056","0.7974","100.0","73.0"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","34","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall provide a user interface to delete an existing security group.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","40.0","40.0","40.0","22.0","0.7021","0.7313","0.7164","100.0","73.0"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","35","The Clarus system shall enable administrators to manage security groups.","","","CAUI","The CAUI shall provide a user interface to list all existing security groups.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","25.0","25.0","25.0","14.0","0.7569","0.7825","0.7695","100.0","66.3"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","36","The Clarus system shall be able to restrict environmental data publication based on source.","","","QEDS","QEDS shall provide an interface to restrict publication of environmental data based on the source identifier.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","13.0","13.0","13.0","11.0","0.4725","0.5244","0.4971","100.0","60.9"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","37","The Clarus system shall be able to restrict environmental data publication based on source.","","","QEDC","QEDC shall store the source identifier for each environmental data record.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","27.0","27.0","13.0","14.0","0.5103","0.5501","0.5294","100.0","32.2"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","38","The Clarus system shall be able to restrict environmental data publication based on source.","","","CAS","CAS shall allow configuration of publication restrictions based on source identifiers.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","29.0","29.0","29.0","17.0","0.7904","0.8243","0.807","100.0","68.1"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","39","The Clarus system shall record statistics about its operation.","","","CAS","The Configuration & Administration Service shall provide a mechanism to enable or disable the collection of operational statistics.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","13.0","13.0","13.0","11.0","0.6466","0.6919","0.6685","83.0","57.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","40","The Clarus system shall record statistics about its operation.","","","CS","The Collector Services shall collect operational statistics data during system operation.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","40.0","41.0","40.0","19.0","0.8623","0.8695","0.8659","83.0","34.6"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","41","The Clarus system shall record statistics about its operation.","","","QEDS","The Qualified Environmental Data Services shall store the collected operational statistics in a persistent storage.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","13.0","13.0","13.0","11.0","0.6267","0.6579","0.6419","83.0","22.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","42","The Clarus system shall record statistics about its operation.","","","QEDS","The Qualified Environmental Data Services shall provide an interface to retrieve stored operational statistics.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","13.0","13.0","13.0","11.0","0.6824","0.7004","0.6913","83.0","22.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","43","The Clarus system shall log data transactions.","","","CS","The Collector Services shall generate a log entry for each data transaction it initiates.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","35.0","36.0","35.0","17.0","0.6623","0.6309","0.6462","83.0","67.4"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","44","The Clarus system shall log data transactions.","","","QEDS","The Qualified Environmental Data Services shall generate a log entry for each data transaction it processes.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","13.0","15.0","13.0","10.0","0.5908","0.6168","0.6035","83.0","57.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","45","The Clarus system shall log data transactions.","","","QChS","The Quality Checking Services shall generate a log entry for each data transaction it validates.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","37.0","40.0","25.0","15.0","0.7719","0.7941","0.7829","83.0","68.3"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","46","The Clarus system shall log data transactions.","","","EMS","The Environmental Metadata Services shall generate a log entry for each metadata transaction it processes.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","29.0","32.0","14.0","13.0","0.7235","0.7632","0.7428","83.0","64.7"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","47","The Clarus system shall log data transactions.","","","SS","The Schedule Service shall generate a log entry for each scheduled data transaction it triggers.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","0.0","0.0","0.0","0.0","0.6662","0.6661","0.6662","83.0","51.6"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","48","The Clarus system shall acquire, process, and disseminate environmental metadata.","","","CS","The Collector Services shall acquire environmental metadata from external sources.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","43.0","43.0","43.0","29.0","0.842","0.8662","0.854","83.0","36.0"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","49","The Clarus system shall acquire, process, and disseminate environmental metadata.","","","QChS","The Quality Checking Services shall process acquired environmental metadata to ensure it meets quality standards.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","40.0","42.0","40.0","17.0","0.8332","0.8448","0.839","83.0","34.6"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","50","The Clarus system shall acquire, process, and disseminate environmental metadata.","","","QEDS","The Qualified Environmental Data Services shall disseminate processed environmental metadata to authorized consumers.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","29.0","30.0","29.0","14.0","0.8224","0.8427","0.8324","83.0","29.7"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","51","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","QEDS","The QEDS shall store environmental data in accordance with the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","35.0","35.0","35.0","16.0","0.6517","0.6996","0.6748","100.0","35.8"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","52","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","EMS","The EMS shall store environmental metadata in accordance with the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","33.0","34.0","33.0","17.0","0.6783","0.7204","0.6987","100.0","34.9"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","53","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","QEDS","The QEDS shall provide access to stored environmental data as specified by the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","33.0","34.0","33.0","14.0","0.6726","0.7273","0.6989","100.0","34.9"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","54","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","EMS","The EMS shall provide access to stored environmental metadata as specified by the Clarus data sharing agreements.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","32.0","32.0","32.0","15.0","0.6729","0.7192","0.6953","100.0","34.4"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","55","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","QChS","The QChS shall validate environmental data against the Clarus data sharing agreements before storage.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","33.0","34.0","33.0","14.0","0.5757","0.6275","0.6005","100.0","34.9"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","56","The Clarus system shall manage environmental data and metadata according to the Clarus data sharing agreements.","","","QEDC","The QEDC shall ensure environmental data conforms to the Clarus data sharing agreements before being marked as qualified.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","30.0","31.0","30.0","12.0","0.5938","0.6419","0.6169","100.0","33.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","57","The Clarus system shall collect, quality check, and disseminate environmental data.","","","CS","The Collector Services shall collect environmental data from configured sources.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","53.0","53.0","53.0","31.0","0.9219","0.9119","0.9169","83.0","75.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","58","The Clarus system shall collect, quality check, and disseminate environmental data.","","","QChS","The Quality Checking Services shall perform quality checks on collected environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","46.0","47.0","46.0","22.0","0.9358","0.9332","0.9345","83.0","72.3"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","59","The Clarus system shall collect, quality check, and disseminate environmental data.","","","QEDS","The Qualified Environmental Data Services shall disseminate quality-checked environmental data to authorized consumers.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","46.0","50.0","31.0","19.0","0.7992","0.8331","0.8158","83.0","72.3"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","60","The Clarus system shall provide environmental data quality flags.","","","QChS","The Quality Checking Services shall generate quality flags for environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","100.0","13.0","13.0","13.0","14.0","0.5888","0.6006","0.5946","83.0","57.5"
"cot1","mistral-medium-3.5","clarus","results/experiment/cot1/mistral_cot1_clarus.json","61","The Clarus system shall provide environmental data quality flags.","","","QEDS","The Qualified Environmental Data Services shall store quality flags associated with environmental data.","allocation_correctness|token_f1_similarity|cosine_similarity|rouge_l|bleu|bert_score_precision|bert_score_recall|bert_score_f1|requirement_quality|combined_score","0.0","24.0","25.0","24.0","7.0","0.6809","0.7036","0.6921","83.0","27.4"
